pdv_id,pdv,cidade,tipologia,vendedor,supervisor,regime_compra,mes_entrada,caso_plantado,mes_inicio_caso
224,Padaria e Confeitaria Sol Nascente,Pedra Molhada,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2024-03,atrito,
225,Mercado Central,Passo Ruivo,Minimercado,Yara Coelho,Sérgio Oliveira,mensal,2021-08,degrau,2025-07
226,Açaiteria Varanda,Sertão Novo,Açaiteria,Helena Gonçalves,André Santos,mensal,2021-08,sangramento,2025-06
227,Atacado Cravo,Lagoa Vermelha do Norte,Atacadista,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
228,Restaurante Aurora,Barra do Piraquê,Restaurante,Márcia Sales,Sérgio Oliveira,mensal,2025-06,normal,
229,Pizza Farol,Ipê Sereno,Pizzaria,Cláudia Correia,Vinícius Barbosa,mensal,2024-11,normal,
230,Super Luar,Monte Cravo,Supermercado,Sandra Cardoso,André Santos,esporadico,2021-08,normal,
231,Minimercado Rosa dos Ventos 2,Tabuleiro Alto,Minimercado,João Cavalcanti,Eduardo Cardoso,ciclico,2021-08,atrito,
232,Padaria e Confeitaria Tijuca Velha,Pedra Molhada,Padaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
233,Açaiteria Primavera,Encosta Nova,Açaiteria,Aline Duarte,Sérgio Gonçalves,mensal,2025-12,normal,
234,Padaria Sabor Real 2,Bela Corrente,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2023-06,normal,
235,Lanchonete Farol,Campo Ferrugem,Lanchonete,Simone Maia,André Santos,ciclico,2021-09,normal,
236,Padaria e Confeitaria Mirante 2,Piraquara do Oeste,Padaria,Gabriel Ferreira,André Santos,mensal,2021-10,normal,
237,Restaurante Ipê Roxo,Tabuleiro Alto,Restaurante,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,normal,
238,Lanchonete Vale Verde,Fonte Limeira,Lanchonete,João Cavalcanti,Eduardo Cardoso,mensal,2021-08,voltou,2026-01
239,Pizza Chapada,Olho d'Água Grande,Pizzaria,Simone Maia,André Santos,mensal,2021-08,normal,
240,Gelateria Guarani,Porto Bandeira,Sorveteria,Igor Batista,Amanda Machado,ciclico,2021-08,normal,
241,Pizza Tamarindo,Vista Alegre do Ipê,Pizzaria,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,sangramento,2025-11
242,Mercadinho Vale Verde,Pedra Molhada,Minimercado,Viviane Soares,Mariana Cunha,ciclico,2024-11,atrito,
243,Casa de Refeições Farol,Umbuzeiro,Restaurante,Gustavo Vasconcelos,Amanda Machado,mensal,2021-08,sangramento,2025-11
244,Padaria Cravo,Guaraúna,Padaria,Sandra Cardoso,André Santos,esporadico,2021-08,atrito,
245,Cafeteria Capim Doce,Itaquerê,Cafeteria,Vinícius Siqueira,Eduardo Cardoso,ciclico,2021-08,atrito,
246,Super Fonte Nova,Porto Bandeira,Supermercado,Carlos Teixeira,Eduardo Cardoso,ciclico,2021-08,normal,
247,Mercadinho Moinho 2,Passo Ruivo,Minimercado,Isabela Lopes,Mariana Cunha,mensal,2025-01,normal,
248,Supermercado Fonte Nova,Sertão Novo,Supermercado,Marcos Almeida,Sérgio Oliveira,mensal,2024-11,normal,
249,Atacadão Lagoa Azul,Marimbondo,Atacadista,Lucas Braga,André Santos,mensal,2021-08,normal,
250,Mercado Guarani,Bela Corrente,Minimercado,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
251,Super Mirante,Porto Bandeira,Supermercado,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
252,Gelateria Maré Alta,Monte Cravo,Sorveteria,Kelly Santos,Eduardo Cardoso,mensal,2021-08,atrito,
253,Mercado Nova Era,Tabuleiro Alto,Minimercado,Yara Coelho,Sérgio Oliveira,esporadico,2023-10,normal,
254,Cantina Primavera,Ribeira Funda,Restaurante,Geraldo Cavalcanti,Mariana Cunha,mensal,2022-09,normal,
255,Padaria e Confeitaria Jacarandá,Bela Corrente,Padaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
256,Panificadora Olaria 2,Piraquara do Oeste,Padaria,Carlos Teixeira,Eduardo Cardoso,mensal,2021-08,atrito,
257,Cantina Veredas,Palmeira Torta,Restaurante,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,degrau,2025-11
258,Panificadora Moinho,Barra do Piraquê,Padaria,Natália Almeida,Vinícius Barbosa,mensal,2021-08,normal,
259,Casa de Refeições Fonte Nova,Vista Alegre do Ipê,Restaurante,Joana Medeiros,Vinícius Barbosa,ciclico,2024-01,atrito,
260,Mercado Horizonte,Quatro Cruzes,Minimercado,Wesley Lima,Sérgio Oliveira,mensal,2021-08,atrito,
261,Cantina Tamarindo,Serra Cansada,Restaurante,Sandra Cardoso,André Santos,mensal,2023-04,normal,
262,Mercado Varanda,Ipê Sereno,Minimercado,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
263,Padaria Capim Doce,Sertão Novo,Padaria,Marcos Almeida,Sérgio Oliveira,mensal,2024-01,normal,
264,Burger Vila Nova,Guaraúna,Hamburgueria,Emerson Pinheiro,Vinícius Barbosa,esporadico,2021-08,normal,
265,Atacadão Tijuca Velha,Bela Corrente,Atacadista,Yara Santos,Eduardo Cardoso,ciclico,2024-05,atrito,
266,Lanches Bom Retiro,Ipê Sereno,Lanchonete,Viviane Soares,Mariana Cunha,esporadico,2021-08,atrito,
267,Mercadinho Oliveira,Umbuzeiro,Minimercado,Gustavo Vasconcelos,Amanda Machado,mensal,2021-09,normal,
268,Pizzaria Flor de Sal,Monte Cravo,Pizzaria,Wesley Siqueira,Amanda Machado,esporadico,2022-07,normal,
269,Panificadora Vitória Régia,Santa Ilha,Padaria,Helena Gonçalves,André Santos,ciclico,2023-05,atrito,
270,Cafeteria Sol Nascente,Piraquara do Oeste,Cafeteria,Wagner Alves,Amanda Machado,esporadico,2024-12,normal,
271,Distribuidora Bela Vista,Campo Ferrugem,Atacadista,Simone Maia,André Santos,esporadico,2021-08,normal,
272,Pizzaria Chapada,Tabuleiro Alto,Pizzaria,Paulo Correia,Eduardo Cardoso,mensal,2023-10,normal,
273,Açaiteria Sossego,Pedra Molhada,Açaiteria,Gustavo Fonseca,Mariana Cunha,mensal,2021-08,atrito,
274,Hamburgueria Cerrado,Palmeira Torta,Hamburgueria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2023-07,normal,
275,Padaria e Confeitaria Vale Verde 2,Campo Ferrugem,Padaria,Aline Pacheco,Mariana Cunha,ciclico,2021-08,atrito,
276,Padaria Ipê Roxo,Umbuzeiro,Padaria,Joana Medeiros,Vinícius Barbosa,ciclico,2026-01,normal,
277,Casa de Refeições Lagoa Azul,Várzea Comprida,Restaurante,Antônio Freitas,Vinícius Barbosa,mensal,2021-08,voltou,2026-02
278,Padaria e Confeitaria Ipê Roxo 2,Figueira Branca,Padaria,Aline Araújo,André Santos,mensal,2023-05,normal,
279,Pizzaria Trigal,Itaquerê,Pizzaria,Rafael Teixeira,Sérgio Oliveira,mensal,2021-08,normal,
280,Mercado Dois Irmãos,Sertão Novo,Minimercado,Joana Medeiros,Vinícius Barbosa,mensal,2025-05,normal,
281,Gelateria Oliveira,Cravinho do Sul,Sorveteria,Paulo Correia,Eduardo Cardoso,mensal,2021-08,parada,2026-01
282,Restaurante Umbu,Barra do Piraquê,Restaurante,André Batista,Sérgio Oliveira,mensal,2021-08,parada,2025-07
283,Casa de Refeições Vale Verde,Guaraúna,Restaurante,Adriana Ferreira,André Santos,ciclico,2021-08,atrito,
284,Pizzaria Candeia,Vila Cascata,Pizzaria,Natália Almeida,Vinícius Barbosa,ciclico,2021-08,normal,
285,Ponto do Lanche Sol Nascente,Bela Corrente,Lanchonete,Juliana Xavier,Mariana Cunha,mensal,2024-06,normal,
286,Mercadinho Vitória Régia,Xambrê,Minimercado,André Batista,Sérgio Oliveira,esporadico,2026-02,normal,
287,Eventos Mirante,Vale Formoso do Norte,Buffet e Eventos,Roberta Nogueira,André Santos,mensal,2021-08,normal,
288,Mercadinho Primavera,Monte Cravo,Minimercado,Simone Maia,André Santos,mensal,2021-08,atrito,
289,Eventos Orquídea,Encosta Nova,Buffet e Eventos,Sandra Cardoso,André Santos,mensal,2022-01,atrito,
290,Cafeteria Sempre Viva,Porto Bandeira,Cafeteria,Yara Coelho,Sérgio Oliveira,mensal,2023-03,normal,
291,Panificadora Vale Verde,Bela Corrente,Padaria,Rodrigo Dias,Vinícius Barbosa,mensal,2021-08,atrito,
292,Pizza Serrana 2,Riozinho Claro,Pizzaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,atrito,
293,Mercadinho Bom Retiro,Sertão Novo,Minimercado,Silvana Silva,Vinícius Barbosa,mensal,2025-08,normal,
294,Cantina Rio Claro,Itaquerê,Restaurante,Silvana Andrade,Amanda Machado,mensal,2021-08,normal,
295,Panificadora Flor de Sal,Bela Corrente,Padaria,Cláudia Correia,Vinícius Barbosa,esporadico,2021-08,atrito,
296,Pizzaria Pitanga,Guaraúna,Pizzaria,Aline Duarte,Sérgio Gonçalves,esporadico,2024-05,normal,
297,Minimercado Cravo 2,Guaraúna,Minimercado,Igor Bezerra,Amanda Machado,esporadico,2024-04,normal,
298,Ponto do Lanche Recanto,Passo Ruivo,Lanchonete,Sandra Cardoso,André Santos,mensal,2021-08,atrito,
299,Minimercado Rosa dos Ventos 3,Tabuleiro Alto,Minimercado,Daniel Mendes,André Santos,mensal,2023-11,atrito,
300,Mercado Guarani 2,Passo Ruivo,Minimercado,Igor Bezerra,Amanda Machado,mensal,2024-06,atrito,
301,Cantina Candeia,Itaquerê,Restaurante,Sandra Cardoso,André Santos,esporadico,2021-08,normal,
302,Minimercado Pedra Alta 2,Fonte Limeira,Minimercado,Raquel Ferreira,Vinícius Barbosa,mensal,2022-08,normal,
303,Casa de Refeições Ipê Roxo,Tabuleiro Alto,Restaurante,Tatiane Sales,Mariana Cunha,mensal,2021-08,normal,
304,Sorveteria Ipanema Velha,Xambrê,Sorveteria,Aline Almeida,Sérgio Gonçalves,mensal,2021-08,normal,
305,Sorveteria Orquídea 2,Itaquerê,Sorveteria,Raquel Ferreira,Vinícius Barbosa,esporadico,2024-07,normal,
306,Buffet Ipanema Velha,Ribeira Funda,Buffet e Eventos,Tatiane Sales,Mariana Cunha,mensal,2021-08,atrito,
307,Panificadora Candeia,Várzea Comprida,Padaria,Débora Nunes,Sérgio Gonçalves,ciclico,2022-10,atrito,
308,Hamburgueria Encanto,Sertão Novo,Hamburgueria,Adriana Xavier,Eduardo Cardoso,ciclico,2024-08,normal,
309,Mercado Sabor Real,Piraquara do Oeste,Minimercado,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
310,Supermercado Mirante,Monte Cravo,Supermercado,Débora Nunes,Sérgio Gonçalves,mensal,2021-08,normal,
311,Minimercado Maré Alta,Umbuzeiro,Minimercado,Mauro Pacheco,Sérgio Oliveira,esporadico,2021-08,normal,
312,Restaurante Terra Boa,Jaraguandu,Restaurante,André Cardoso,Vinícius Barbosa,esporadico,2023-06,normal,
313,Mercado Sabor Real 2,Passo Ruivo,Minimercado,Vinícius Siqueira,Eduardo Cardoso,ciclico,2022-09,normal,
314,Lanches Bandeirante,Praia do Sino,Lanchonete,André Cardoso,Vinícius Barbosa,esporadico,2021-08,normal,
315,Pizza Rosa dos Ventos,Cravinho do Sul,Pizzaria,Wagner Braga,Sérgio Gonçalves,esporadico,2021-08,normal,
316,Casa de Refeições Olaria,Várzea Comprida,Restaurante,Sabrina Siqueira,Sérgio Oliveira,esporadico,2024-02,normal,
317,Mercado Figueira,Piraquara do Oeste,Minimercado,Cláudia Miranda,Mariana Cunha,mensal,2021-08,atrito,
318,Lanchonete Ouro Fino,Barra do Piraquê,Lanchonete,Débora Faria,Mariana Cunha,mensal,2024-07,normal,
319,Mercado Santa Clara,Lagoa Vermelha do Norte,Minimercado,Aline Duarte,Sérgio Gonçalves,mensal,2023-07,normal,
320,Restaurante Ouro Fino,São Braz do Campo,Restaurante,Wagner Braga,Sérgio Gonçalves,mensal,2024-10,normal,
321,Pizza Lagoa Azul,Olho d'Água Grande,Pizzaria,Igor Bezerra,Amanda Machado,ciclico,2021-08,normal,
322,Buffet Rio Claro,Piraquara do Oeste,Buffet e Eventos,Murilo Alves,André Santos,mensal,2021-08,normal,
323,Cantina Ouro Fino,Fonte Limeira,Restaurante,Aline Pacheco,Mariana Cunha,ciclico,2021-08,atrito,
324,Mercado Recanto,Sertão Novo,Minimercado,Wagner Alves,Amanda Machado,ciclico,2025-02,normal,
325,Pizzaria Palmeira,Porto Bandeira,Pizzaria,Juliana Xavier,Mariana Cunha,mensal,2021-08,voltou,2025-10
326,Casa de Refeições Sol Nascente,Vila Aurora,Restaurante,Simone Maia,André Santos,esporadico,2023-09,normal,
327,Cafeteria Lagoa Azul,Riozinho Claro,Cafeteria,Marcos Almeida,Sérgio Oliveira,esporadico,2023-05,atrito,
328,Hamburgueria Sossego,Itaquerê,Hamburgueria,Cláudia Correia,Vinícius Barbosa,mensal,2026-01,normal,
329,Café Recanto,Barra do Piraquê,Cafeteria,Vinícius Siqueira,Eduardo Cardoso,mensal,2022-08,mix,2025-08
330,Cantina Flor de Sal 2,Marimbondo,Restaurante,Igor Bezerra,Amanda Machado,mensal,2024-11,atrito,
331,Atacado Vitória Régia,Quatro Cruzes,Atacadista,Mariana Oliveira,Eduardo Cardoso,esporadico,2022-10,atrito,
332,Pizza Tijuca Velha,Bela Corrente,Pizzaria,Isabela Guimarães,André Santos,mensal,2022-10,atrito,
333,Café Sabor Real,Palmeira Torta,Cafeteria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
334,Super Nova Era,Fonte Limeira,Supermercado,Simone Maia,André Santos,mensal,2021-08,degrau,2025-11
335,Mercadinho Mirante,Vila Aurora,Minimercado,Murilo Alves,André Santos,mensal,2021-08,normal,
336,Mercado Umbu,Quatro Cruzes,Minimercado,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2021-08,atrito,
337,Minimercado Dois Irmãos,Campo Ferrugem,Minimercado,Marcos Almeida,Sérgio Oliveira,mensal,2025-08,atrito,
338,Mercadinho Estrela,Marimbondo,Minimercado,Kelly Carvalho,Sérgio Gonçalves,mensal,2024-12,atrito,
339,Restaurante Nova Era,Olho d'Água Grande,Restaurante,Emerson Carvalho,Eduardo Cardoso,esporadico,2021-08,atrito,
340,Minimercado Chapada,Palmeira Torta,Minimercado,Aline Duarte,Sérgio Gonçalves,mensal,2025-06,normal,
341,Padaria e Confeitaria Estrela,Alto Sereno,Padaria,Wesley Lima,Sérgio Oliveira,mensal,2021-08,normal,
342,Mercadinho Horizonte,Itaquerê,Minimercado,Aline Araújo,André Santos,esporadico,2021-08,atrito,
343,Mercadinho Bandeirante 3,Ipê Sereno,Minimercado,Adriana Xavier,Eduardo Cardoso,mensal,2024-03,atrito,
344,Café Pequi,Tabuleiro Alto,Cafeteria,Joana Medeiros,Vinícius Barbosa,esporadico,2024-09,normal,
345,Sorveteria Paraíso,Praia do Sino,Sorveteria,Emerson Pinheiro,Vinícius Barbosa,mensal,2021-08,normal,
346,Restaurante Aurora 2,Olho d'Água Grande,Restaurante,Wagner Braga,Sérgio Gonçalves,mensal,2024-03,atrito,
347,Cantina Chapada,Itaquerê,Restaurante,Paulo Correia,Eduardo Cardoso,esporadico,2021-08,atrito,
348,Pizza Aurora 2,Vila Aurora,Pizzaria,Letícia Ferreira,Sérgio Oliveira,mensal,2023-08,normal,
349,Gelateria Orquídea,Palmeira Torta,Sorveteria,Marcos Almeida,Sérgio Oliveira,ciclico,2021-08,normal,
350,Cantina Dois Irmãos 2,Praia do Sino,Restaurante,Wesley Siqueira,Amanda Machado,ciclico,2025-04,normal,
351,Padaria Paraíso,Vila Cascata,Padaria,Elaine Lopes,Vinícius Barbosa,esporadico,2025-07,atrito,
352,Mercadinho Dois Irmãos,Piraquara do Oeste,Minimercado,Igor Rodrigues,Eduardo Cardoso,mensal,2021-08,atrito,
353,Mercado Pitanga,Xambrê,Minimercado,André Batista,Sérgio Oliveira,mensal,2021-08,atrito,
354,Padaria e Confeitaria Xodó,Palmeira Torta,Padaria,Fernanda Sampaio,Sérgio Gonçalves,mensal,2022-03,normal,
355,Pizza Aurora 3,Santa Ilha,Pizzaria,Aline Pacheco,Mariana Cunha,mensal,2022-07,atrito,
356,Padaria e Confeitaria Figueira,Lagoa Vermelha do Norte,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,normal,
357,Lanchonete Raiz Forte,Três Bicas,Lanchonete,Patrícia Braga,André Santos,mensal,2021-08,mix,2025-07
358,Restaurante Encanto,Porto Bandeira,Restaurante,Daniel Mendes,André Santos,esporadico,2021-08,normal,
359,Panificadora Candeia 2,Olho d'Água Grande,Padaria,Wagner Rodrigues,Mariana Cunha,mensal,2021-08,atrito,
360,Mercado Central 2,Olho d'Água Grande,Minimercado,Wagner Martins,Amanda Machado,mensal,2022-12,normal,
361,Hamburgueria Olaria,Palmeira Torta,Hamburgueria,Natália Almeida,Vinícius Barbosa,mensal,2021-08,atrito,
362,Supermercado Sabor Real,Ribeira Funda,Supermercado,Bruno Nogueira,Sérgio Oliveira,mensal,2025-01,normal,
363,Açaiteria Guarani,Umbuzeiro,Açaiteria,Aline Pacheco,Mariana Cunha,ciclico,2023-05,atrito,
364,Pizzaria Ponte Velha,São Braz do Campo,Pizzaria,Sabrina Siqueira,Sérgio Oliveira,mensal,2021-08,normal,
365,Lanchonete Mirante,Olho d'Água Grande,Lanchonete,Igor Batista,Amanda Machado,esporadico,2021-08,normal,
366,Mercado Ipê Roxo 2,Ipê Sereno,Minimercado,Antônio Freitas,Vinícius Barbosa,ciclico,2024-02,normal,
367,Atacadão Olaria,Umbuzeiro,Atacadista,Viviane Soares,Mariana Cunha,mensal,2021-08,atrito,
368,Supermercado Palmeira,Sertão Novo,Supermercado,Nelson Nunes,Eduardo Cardoso,mensal,2023-05,atrito,
369,Pizzaria Tucano,Porto Bandeira,Pizzaria,Vinícius Siqueira,Eduardo Cardoso,ciclico,2025-06,normal,
370,Panificadora Pitanga,Olho d'Água Grande,Padaria,Roberta Nogueira,André Santos,mensal,2023-10,atrito,
371,Burger Lagoa Azul,Encosta Nova,Hamburgueria,Rafael Teixeira,Sérgio Oliveira,mensal,2021-09,normal,
372,Padaria Horizonte,Figueira Branca,Padaria,Antônio Freitas,Vinícius Barbosa,mensal,2022-06,normal,
373,Lanches Quintal,Figueira Branca,Lanchonete,Aline Duarte,Sérgio Gonçalves,mensal,2024-06,normal,
374,Pizzaria Vitória Régia,Quatro Cruzes,Pizzaria,Patrícia Braga,André Santos,mensal,2021-08,atrito,
375,Padaria e Confeitaria Vitória Régia,Porto Bandeira,Padaria,Aline Pacheco,Mariana Cunha,ciclico,2021-08,atrito,
376,Distribuidora Terra Boa,Umbuzeiro,Atacadista,Aline Andrade,Sérgio Gonçalves,ciclico,2024-02,atrito,
377,Mercadinho Estrela 2,Quatro Cruzes,Minimercado,Silvana Silva,Vinícius Barbosa,mensal,2025-05,atrito,
378,Mercadinho Santa Clara,Jaraguandu,Minimercado,Fernanda Sampaio,Sérgio Gonçalves,ciclico,2025-02,normal,
379,Pizza Estrela,Alto Sereno,Pizzaria,Murilo Alves,André Santos,ciclico,2021-08,normal,
380,Minimercado Primavera,São Braz do Campo,Minimercado,Jorge Sousa,Vinícius Barbosa,ciclico,2023-03,normal,
381,Pizza Pinheiro 2,Marimbondo,Pizzaria,Aline Pacheco,Mariana Cunha,ciclico,2023-12,atrito,
382,Ponto do Lanche Raiz Forte,Guaraúna,Lanchonete,Cláudia Correia,Vinícius Barbosa,esporadico,2023-11,atrito,
383,Cantina Juriti,Passo Ruivo,Restaurante,Helena Vieira,Amanda Machado,mensal,2023-06,normal,
384,Restaurante Moinho,Sertão Novo,Restaurante,Helena Vieira,Amanda Machado,ciclico,2021-08,atrito,
385,Cantina Orquídea,Umbuzeiro,Restaurante,Vinícius Siqueira,Eduardo Cardoso,mensal,2021-08,normal,
386,Cantina Primavera 2,Pedra Molhada,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2021-08,atrito,
387,Ponto do Lanche Raiz Forte 2,Guaraúna,Lanchonete,Igor Bezerra,Amanda Machado,ciclico,2021-11,atrito,
388,Distribuidora Bom Retiro,Piraquara do Oeste,Atacadista,Sabrina Andrade,Vinícius Barbosa,esporadico,2022-03,atrito,
389,Panificadora Luar,Jaraguandu,Padaria,Débora Nunes,Sérgio Gonçalves,esporadico,2024-11,normal,
390,Super Ouro Fino 2,Xambrê,Supermercado,Silvana Andrade,Amanda Machado,esporadico,2023-06,normal,
391,Gelateria Sempre Viva,Guaraúna,Sorveteria,Rafael Teixeira,Sérgio Oliveira,mensal,2021-08,atrito,
392,Super Capim Doce,Tabuleiro Alto,Supermercado,Letícia Ferreira,Sérgio Oliveira,esporadico,2022-05,normal,
393,Gelateria Primavera,Santa Ilha,Sorveteria,Wesley Lima,Sérgio Oliveira,mensal,2025-02,normal,
394,Lanches Ponte Velha,Passo Ruivo,Lanchonete,Vinícius Carvalho,Amanda Machado,ciclico,2021-08,normal,
395,Padaria Ipanema Velha 2,Umbuzeiro,Padaria,Joana Medeiros,Vinícius Barbosa,mensal,2022-08,mix,2025-11
396,Conveniência Quintal,Santa Ilha,Loja de Conveniência,Gustavo Fonseca,Mariana Cunha,esporadico,2021-08,atrito,
397,Casa do Café Bom Retiro,Santa Ilha,Cafeteria,Simone Maia,André Santos,esporadico,2021-08,normal,
398,Padaria Central,Nova Aurora do Vale,Padaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,voltou,2026-02
399,Burger Pinheiro,Vista Alegre do Ipê,Hamburgueria,Carlos Teixeira,Eduardo Cardoso,mensal,2023-09,normal,
400,Cafeteria Aurora,Serra Cansada,Cafeteria,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,normal,
401,Super Estrela,Monte Cravo,Supermercado,Sandra Cardoso,André Santos,esporadico,2021-08,atrito,
402,Supermercado Pinheiro,Itaquerê,Supermercado,Diego Martins,Sérgio Gonçalves,esporadico,2026-01,normal,
403,Mercado Encanto,Bela Corrente,Minimercado,Gabriel Ferreira,André Santos,mensal,2022-10,normal,
404,Conveniência Santa Clara 2,Piraquara do Oeste,Loja de Conveniência,Igor Bezerra,Amanda Machado,ciclico,2021-08,normal,
405,Casa de Refeições Olaria 2,Olho d'Água Grande,Restaurante,Igor Bezerra,Amanda Machado,mensal,2021-08,normal,
406,Padaria Maracanã Velho,Fonte Limeira,Padaria,Simone Maia,André Santos,esporadico,2021-08,normal,
407,Mercado Capim Doce,Vila Aurora,Minimercado,Helena Gonçalves,André Santos,mensal,2021-08,parada,2025-06
408,Atacado Encanto,Ribeira Funda,Atacadista,César Araújo,Vinícius Barbosa,mensal,2021-08,atrito,
409,Padaria Vila Nova,Vila Aurora,Padaria,Murilo Alves,André Santos,esporadico,2023-08,normal,
410,Ponto do Lanche Esperança 2,Umbuzeiro,Lanchonete,Débora Maia,Eduardo Cardoso,mensal,2022-08,normal,
411,Panificadora Maracanã Velho,Quatro Cruzes,Padaria,Isabela Guimarães,André Santos,ciclico,2021-08,normal,
412,Mercadinho Chapada 2,São Braz do Campo,Minimercado,Emerson Pinheiro,Vinícius Barbosa,ciclico,2021-08,normal,
413,Restaurante Tamarindo,Vista Alegre do Ipê,Restaurante,João Cavalcanti,Eduardo Cardoso,mensal,2021-08,normal,
414,Ponto do Lanche Capim Doce,Lagoa Vermelha do Norte,Lanchonete,Mauro Pacheco,Sérgio Oliveira,esporadico,2021-08,normal,
415,Ponto do Lanche Paraíso,Ipê Sereno,Lanchonete,Emerson Pinheiro,Vinícius Barbosa,ciclico,2021-08,normal,
416,Casa de Refeições Santa Clara,Fonte Limeira,Restaurante,Igor Bezerra,Amanda Machado,ciclico,2024-02,normal,
417,Panificadora Umbu 2,Olho d'Água Grande,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
418,Conveniência Orquídea,Serra Cansada,Loja de Conveniência,Lucas Braga,André Santos,mensal,2021-08,normal,
419,Mercadinho Lagoa Azul,Quatro Cruzes,Minimercado,João Cavalcanti,Eduardo Cardoso,ciclico,2021-08,atrito,
420,Minimercado Dois Irmãos 2,Cravinho do Sul,Minimercado,Sandra Cardoso,André Santos,mensal,2024-09,normal,
421,Pizza Farol 2,Barra do Piraquê,Pizzaria,Sabrina Siqueira,Sérgio Oliveira,esporadico,2024-04,normal,
422,Panificadora Terra Boa,Guaraúna,Padaria,Débora Nunes,Sérgio Gonçalves,ciclico,2021-08,atrito,
